№,"item_name","ingredient_name","dosage_and_unit","pharmaceutical_form","packaging","packaging_qty","company","wholesale_price","sale_price","submitted_at"
1776,DİAKARB,ACETAZOLAMIDE,250 mq,Tablet,Blister,30,"POLFARMA ƏCZAÇILIQ MÜƏSSİSƏSİ SC, Polşa",6.69,8.03,29.11.2016
1777,DİAKS,NIFUROXAZIDE,44 mq/ml,Suspenziya,Flakon 60 ml,1,"HİKMA FARMA, Misir",1.93,2.32,29.11.2016
1778,DİAKSON,CEFTRIAXONE SODIUM,1000 mq,İnyeksiya məhlulu üçün toz,"Flakon + Ampulda həlledici 3,5 ml",1,"ESSETİ FARMASYUTİÇİ SRL, İtaliya",4.59,5.51,29.11.2016
1779,DİANE-35,CYPROTERONE ACETATE + ETHINYLESTRADIOL,"(2 + 0,035) mq",Tablet,Blister,21,"BAYER FARMA AG / BAYER VEYMAR GMBH VƏ KO KG, Almaniya",8.00,9.60,29.11.2016
1780,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 13,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 1500 ml,1,"BAKSTER HELSKEA SA, İrlandiya",10.53,12.64,29.11.2016
1781,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 13,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 2000 ml,1,"BAKSTER HELSKEA SA, İrlandiya",13.99,16.79,29.11.2016
1782,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 13,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 2500 ml,1,"BAKSTER HELSKEA SA, İrlandiya",17.44,20.93,29.11.2016
1783,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 13,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 3000 ml,1,"BAKSTER HELSKEA SA, İrlandiya",20.88,25.06,29.11.2016
1784,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 13,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 5000 ml,1,"BAKSTER HELSKEA SA, İrlandiya",24.20,29.04,29.11.2016
1785,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 22,7 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 1500 ml,1,"BAKSTER HELSKEA SA, İrlandiya",11.50,13.80,29.11.2016
1786,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 22,7 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 2000 ml,1,"BAKSTER HELSKEA SA, İrlandiya",15.27,18.32,29.11.2016
1787,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 22,7 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 2500 ml,1,"BAKSTER HELSKEA SA, İrlandiya",19.04,22.85,29.11.2016
1788,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 22,7 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 3000 ml,1,"BAKSTER HELSKEA SA, İrlandiya",19.90,23.88,29.11.2016
1789,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 22,7 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 5000 ml,1,"BAKSTER HELSKEA SA, İrlandiya",19.90,23.88,29.11.2016
1790,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 38,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 1500 ml,1,"BAKSTER HELSKEA SA, İrlandiya",10.70,12.84,29.11.2016
1791,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 38,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 2000 ml,1,"BAKSTER HELSKEA SA, İrlandiya",14.21,17.05,29.11.2016
1792,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 38,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 2500 ml,1,"BAKSTER HELSKEA SA, İrlandiya",17.71,21.25,29.11.2016
1793,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 38,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 3000 ml,1,"BAKSTER HELSKEA SA, İrlandiya",21.22,25.46,29.11.2016
1794,DİANİL PD4,SODIUM CHLORIDE + GLUCOSE + SODIUM LACTATE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,"(5,4 + 38,6 + 4,5 +
0,184 + 0,051) mq/ml",Məhlul,Flakon 5000 ml,1,"BAKSTER HELSKEA SA, İrlandiya",24.31,29.17,29.11.2016
1795,DİAREKS,NIFUROXAZIDE,44 mq/ml,Suspenziya,Flakon 60 ml,1,"FARAONİYA FARMASYUTİKALS (FARO FARM), Misir",1.93,2.32,29.11.2016
1796,DİASKİNTEST,RECOMBINANT PROTEIN CFP10 ESAT6,"0,2 mkq/doza",İnyeksiya üçün məhlul,"Flakon 1,2 ml
(12 doza)",1,"LEKKO ASC, Rusiya",16.31,19.57,29.11.2016
1797,DİASKİNTEST,RECOMBINANT PROTEIN CFP10 ESAT6,"0,2 mkq/doza",İnyeksiya üçün məhlul,"Flakon 3 ml
(30 doza)",1,"LEKKO ASC, Rusiya",47.50,57.00,29.11.2016
1798,DİAZEPAM SOPHARMA,DIAZEPAM,5 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"SOFARMA ASC, Bolqarıstan",5.66,6.79,29.11.2016
1799,DİAZEPAM SOPHARMA,DIAZEPAM,5 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,100,"SOFARMA ASC, Bolqarıstan",55.91,67.09,29.11.2016
1800,DİAZEPEKS,DIAZEPAM,5 mq,Tablet,Blister,20,"QRİNDEKS SC, Latviya",1.25,1.50,29.11.2016
1801,DİAZEPEKS,DIAZEPAM,5 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"HBM FARMA MMC, Slovakiya",5.66,6.79,29.11.2016
1802,DİAZOLİN,MEBHYDROLIN,100 mq,Tablet,Blister,10,"FARMAK İSC, Ukrayna",0.42,0.50,29.11.2016
1803,DİAZOLİN,MEBHYDROLIN,100 mq,Tablet,Blister,20,"FARMAK İSC, Ukrayna",0.84,1.01,29.11.2016
1804,DİAZOLİN,MEBHYDROLIN,50 mq,Draje,Blister,10,"FARMAK İSC, Ukrayna",0.60,0.72,29.11.2016
1805,DİAZOLİN,MEBHYDROLIN,50 mq,Draje,Blister,10,"VALENTA FARMASEVTİKA ASC, Rusiya",1.06,1.27,29.11.2016
1806,DİAZOLİN,MEBHYDROLIN,50 mq,Draje,Blister,20,"FARMAK İSC, Ukrayna",1.19,1.43,29.11.2016
1807,DİAZOLİN,MEBHYDROLIN,100 mq,Draje,Blister,10,"FARMAK İSC, Ukrayna",0.47,0.56,29.11.2016
1808,DİAZOLİN,MEBHYDROLIN,100 mq,Draje,Blister,10,"VALENTA FARMASEVTİKA ASC, Rusiya",1.17,1.40,29.11.2016
1809,DİAZOLİN,MEBHYDROLIN,100 mq,Draje,Blister,20,"FARMAK İSC, Ukrayna",0.94,1.13,29.11.2016
1810,DİAZOLİN-DARNİTSA,MEBHYDROLIN,100 mq,Tablet,Blister,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",0.42,0.50,29.11.2016
1811,DİBAZOL,BENDAZOL,20 mq,Tablet,Blister,10,"TULA ƏCZAÇILIQ FABRİKİ MMC, Rusiya",0.55,0.66,29.11.2016
1812,DİBAZOL,BENDAZOL,20 mq,Tablet,Blister,10,"LUQANSK KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",0.46,0.55,29.11.2016
1813,DİBAZOL,BENDAZOL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"DALXİMFARM ASC, Rusiya",0.80,0.96,29.11.2016
1814,DİBAZOL,BENDAZOL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"DALXİMFARM ASC, Rusiya",1.59,1.91,29.11.2016
1815,DİBAZOL,BENDAZOL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,10,"DALXİMFARM ASC, Rusiya",2.97,3.56,29.11.2016
1816,DİBAZOL-DARNİTSA,BENDAZOL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",0.81,0.97,29.11.2016
1817,DİBAZOL-DARNİTSA,BENDAZOL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",2.97,3.56,29.11.2016
1818,DİESAN,FLUOXETINE HCL,20 mq,Kapsul,Blister,28,"LABORATORİO FARMASYUTİKO CT SRL, İtaliya",5.65,6.78,29.11.2016
1819,DİFEN UD,DICLOFENAC SODIUM,1 mq/ml,Göz üçün damcı,"Flakon 0,3 ml",10,"FARMAŞTULLN GMBH, Almaniya",4.23,5.08,29.11.2016
1820,DİFEND PLYUS,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"HELP SA, Yunanıstan",2.59,3.11,29.11.2016
1821,DİFENİN,PHENYTOIN,117 mq,Tablet,Blister,10,"LUQANSK KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",1.18,1.42,29.11.2016
1822,DİFEPLAST,DICLOFENAC DIETHYLAMMONIUM,120 mq,Transdermal plastr,Paket,7,"SİNİL FARMASYUTİKAL KO LTD, Cənubi Koreya",7.70,9.24,29.11.2016
1823,DİFERELİN,TRIPTORELIN,"0,1 mq",İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 1 ml,7,"İPSEN FARMA BİOTEK, Fransa",76.48,91.17,29.11.2016
1824,DİFERELİN,TRIPTORELIN,"3,75 mq",İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 2 ml,1,"İPSEN FARMA BİOTEK, Fransa",167.03,192.77,29.11.2016
1825,DİFERELİN,TRIPTORELIN,"3,75 mq",İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 2 ml,7,"İPSEN FARMA BİOTEK, Fransa",1112.88,1242.67,29.11.2016
1826,DİFFALON,MONTELUKAST,4 mq,Tablet,Blister,28,"LABORATORİOS LESVİ SL, İspaniya",7.86,9.43,29.11.2016
1827,DİFFALON,MONTELUKAST,10 mq,Tablet,Blister,28,"LABORATORİOS LESVİ SL, İspaniya",11.43,13.72,29.11.2016
1828,DİFİKLİR,FIDAXOMICIN,200 mq,Tablet,Blister,20,"PATEON İNK, Kanada",3063.91,3408.31,29.11.2016
1829,DİFİKLİR,FIDAXOMICIN,200 mq,Tablet,Blister,20,"ASTELLAS FARMA YUROP BV, Niderland",3063.91,3408.31,29.11.2016
1830,DİFİKLİR,FIDAXOMICIN,200 mq,Tablet,Blister,100,"PATEON İNK, Kanada",15281.96,16970.35,29.11.2016
1831,DİFİKLİR,FIDAXOMICIN,200 mq,Tablet,Blister,100,"ASTELLAS FARMA YUROP BV, Niderland",15281.96,16970.35,29.11.2016
1832,DİFLAZON,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"KRKA DD, Sloveniya",4.39,5.27,29.11.2016
1833,DİFLUKAN,FLUCONAZOLE,50 mq,Kapsul,Blister,7,"FAYZER PGM, Fransa",15.16,18.19,29.11.2016
1834,DİFLUKAN,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"FAYZER PGM, Fransa",6.79,8.15,29.11.2016
1835,DİFLUKAN,FLUCONAZOLE,2 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"FAYZER PGM, Fransa",15.38,18.46,29.11.2016
1836,DİFLUVİD,FLUCONAZOLE,150 mq,Kapsul,Blister,4,"HOVİD BHD, Malaziya",8.78,10.54,18.05.2018
1837,DİFMETRE,CAFFEINE + INDOMETACIN + PROCHLORPERAZINE,(75 + 25 + 2) mq,Fışıldayan tablet,Blister,10,"E-FARMA TRENTO SPA, İtaliya",11.11,13.33,29.11.2016
1838,DİFMETRE,CAFFEINE + INDOMETACIN + PROCHLORPERAZINE,(75 + 25 + 2) mq,Fışıldayan tablet,Blister,20,"E-FARMA TRENTO SPA, İtaliya",22.02,26.42,29.11.2016
1839,DİFOSFOSİN,CITICOLINE,125 mq/ml,İnyeksiya üçün məhlul,Ampul 4 ml,5,"MİTİM FARMA SRL, İtaliya",8.54,10.25,29.11.2016
1840,DİFOSFOSİN,CITICOLINE,250 mq/ml,İnyeksiya üçün məhlul,Ampul 4 ml,5,"MİTİM FARMA SRL, İtaliya",17.42,20.90,29.11.2016
1841,DİFTERİYA ƏLEYHİNƏ ZƏRDAB,ANTIDIPHTHERIC SERUM,10000 IU,İnyeksiya üçün məhlul,Ampul + Ampul 1 ml,5,"MİKROGEN EİB FDUM, Rusiya",20.63,24.76,29.11.2016
1842,DİFUNGİN 1A,FLUCONAZOLE,50 mq,Kapsul,Blister,2,"SALUTAS FARMA GMBH, Almaniya",3.43,4.12,29.11.2016
1843,DİFUNGİN 1A,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"SALUTAS FARMA GMBH, Almaniya",10.13,12.16,29.11.2016
1844,DİGERENT POLİFARMA,TRIMEBUTINE MALEATE,150 mq,Kapsul,Blister,20,"ABC FARMASYUTİÇİ SPA, İtaliya",14.32,17.18,29.11.2016
1845,DİGERENT POLİFARMA,TRIMEBUTINE MALEATE,150 mq,Kapsul,Blister,30,"ABC FARMASYUTİÇİ SPA, İtaliya",21.39,25.67,29.11.2016
1846,DİKLAİR-HP-HCG 5000BV,HUMAN CHORIONIC GONADOTROPIN,5000 IU,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 1 ml,1,"BBT BİOTEX GMBH, Almaniya",17.86,21.43,29.11.2016
1847,DİKLAİR-HP-HCG 5000BV,HUMAN CHORIONIC GONADOTROPIN,5000 IU,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 1 ml,3,"BBT BİOTEX GMBH, Almaniya",52.31,62.77,29.11.2016
1848,DİKLAK,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"SALUTAS FARMA GMBH / YENAHEKSAL FARMA GMBH, Almaniya",3.07,3.68,29.11.2016
1849,DİKLAK,DICLOFENAC SODIUM,50 mq/q,Gel,Tub 50 q,1,"SALUTAS FARMA GMBH, Almaniya",6.82,8.18,29.11.2016
1850,DİKLALQİN,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"NİKO MMC, Ukrayna",1.25,1.50,29.11.2016
1851,DİKLALQİN,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,10,"NİKO MMC, Ukrayna",2.24,2.69,29.11.2016
1852,DİKLOBERL N75,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"A MENARİNİ MANUFAKTURİNQ LOGİSTİKS END SERVİSES SRL, İtaliya",2.59,3.11,29.11.2016
1853,DİKLOBERL RETARD,DICLOFENAC SODIUM,100 mq,Kapsul,Blister,20,"RİEMZER SPEŞIALİTİ PRO GMBH, Almaniya",5.83,7.00,29.11.2016
1854,DİKLOBRÜ,DICLOFENAC,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"BRYUFARMEKSPORT SPRL, Belçika",3.07,3.68,29.11.2016
1855,DİKLOBRÜ,DICLOFENAC,50 mq,Tablet,Blister,30,"BRYUFARMEKSPORT SPRL, Belçika",4.07,4.88,29.11.2016
1856,DİKLOBRÜ,DICLOFENAC,100 mq,Tablet,Blister,20,"BRYUFARMEKSPORT SPRL, Belçika",5.14,6.17,29.11.2016
1857,DİKLOF,DICLOFENAC SODIUM,1 mq/ml,Göz üçün damcı,Flakon 5 ml,1,"ROMFARM KOMPANİ SRL, Rumıniya",4.90,5.88,29.11.2016
1858,DİKLOFENAK,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"HEMOFARM AD, Serbiya",1.69,2.03,29.11.2016
1859,DİKLOFENAK,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"REYANQ FARMASYUTİKAL KO LTD, Çin",1.17,1.40,29.11.2016
1860,DİKLOFENAK,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,10,"REYANQ FARMASYUTİKAL KO LTD, Çin",2.37,2.84,29.11.2016
1861,DİKLOFENAK,DICLOFENAC SODIUM,1 mq/ml,Göz üçün damcı,Flakon 5 ml,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",1.08,1.30,29.11.2016
1862,DİKLOFENAK,DICLOFENAC SODIUM,50 mq,Tablet,Blister,20,"HEMOFARM AD, Serbiya",0.90,1.08,29.11.2016
1863,DİKLOFENAK,DICLOFENAC SODIUM,100 mq,Tablet,Blister,20,"HEMOFARM AD, Serbiya",1.96,2.35,29.11.2016
1864,DİKLOFENAK,DICLOFENAC,50 mq,Rektal şam,Blister,6,"FARMAPRİM MMC, Moldova",0.97,1.16,29.11.2016
1865,DİKLOFENAK,DICLOFENAC,100 mq,Rektal şam,Blister,6,"FARMAPRİM MMC, Moldova",1.34,1.61,29.11.2016
1866,DİKLOFENAK,DICLOFENAC,100 mq,Rektal şam,Blister,10,"FARMAPRİM MMC, Moldova",1.76,2.11,29.11.2016
1867,DİKLOFENAK,DICLOFENAC SODIUM,10 mq/q,Məlhəm,Tub 30 q,1,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",0.58,0.70,09.12.2017
1868,DİKLOFENAK,DICLOFENAC DIETHYLAMINE,"11,6 mq/q",Gel,Tub 40 q,1,"HEMOFARM AD, Serbiya",2.19,2.63,29.11.2016
1869,DİKLOFENAK,DICLOFENAC SODIUM,50 mq/q,Gel,Tub 30 q,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",0.77,0.92,29.11.2016
1870,DİKLOFENAK,DICLOFENAC SODIUM,50 mq/q,Gel,Tub 50 q,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",2.38,2.86,29.11.2016
1871,DİKLOFENAK,DICLOFENAC SODIUM,50 mq/q,Gel,Tub 100 q,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",3.13,3.76,29.11.2016
1872,DİKLOFENAK NATRİUM,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"LEKXİM SC, Ukrayna",1.25,1.50,29.11.2016
1873,DİKLOFENAK NATRİUM,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,10,"ROTEKSMEDİKA GMBH, Almaniya",3.71,4.45,29.11.2016
1874,DİKLOFENAK NATRİUM,DICLOFENAC SODIUM,10 mq/q,Gel,Tub 40 q,1,"FARMAK İSC, Ukrayna",1.02,1.22,29.11.2016
1875,DİKLOFENAK-AKOS,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",0.64,0.77,29.11.2016
1876,DİKLOFENAK-AKOS,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,10,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",1.31,1.57,29.11.2016
1877,DİKLOFİON,DICLOFENAC,10 mq/q,Gel,Tub 60 q,1,"LABORATORİOS BASİ-İNDUSTRİYA FARMASYUTİKA SA, Portuqaliya",4.71,5.65,29.11.2016
1878,DİKLOFİON,DICLOFENAC,10 mq/q,Gel,Tub 100 q,1,"LABORATORİOS BASİ-İNDUSTRİYA FARMASYUTİKA SA, Portuqaliya",6.96,8.35,29.11.2016
1879,DİKLOFTİL,DICLOFENAC SODIUM,1 mq/ml,Göz üçün damcı,"Flakon 0,5 ml",30,"FARMİGEA SPA, İtaliya",14.25,17.10,29.11.2016
1880,DİKLOFTİL,DICLOFENAC SODIUM,1 mq/ml,Göz üçün damcı,Flakon 5 ml,1,"FARMİGEA SPA, İtaliya",4.90,5.88,29.11.2016
1881,DİKLOMENT PLYUS-GEL,DICLOFENAC SODIUM + LEVOMENTHOL,(30 + 5) mq/q,Gel,Tub 25 q,1,"EİM BORŞAQOVSKİY KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",2.27,2.72,29.11.2016
1882,DİKLON,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"İBN HAYYAN FARMASYUTİKALS R FAYSAL VE KO, Suriya",2.27,2.72,29.11.2016
1883,DİKLOPAR,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,4,"DEVA HOLDİNQ AŞ, Türkiyə",2.09,2.51,29.11.2016
1884,DİKLOPAR,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,10,"DEVA HOLDİNQ AŞ, Türkiyə",3.71,4.45,29.11.2016
1885,DİKLORAN PLYUS,DICLOFENAC + LEVOMENTHOL + METHYL SALICYLATE + LINSEED OIL,"(10 + 50 + 100 + 30)
mq/q",Gel,Tub 30 q,1,"YUNİK FARMASYUTİKAL LABORATORİES, Hindistan",4.30,5.16,29.11.2016
1886,DİKLOTARD,DICLOFENAC,100 mq,Tablet,Blister,20,"TERAPİA SA, Rumıniya",3.37,4.04,09.12.2017
1887,DİKLOVİT,DICLOFENAC SODIUM,10 mq/q,Gel,Tub 20 q,1,"NİJFARM ASC, Rusiya",1.11,1.33,29.11.2016
1888,DİLAPAN,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"REMEDİKA LTD, Kipr",4.39,5.27,29.11.2016
1889,DİLATREND,CARVEDILOL,"6,25 mq",Tablet,Blister,30,"ROŞ SPA, İtaliya",6.85,8.22,29.11.2016
1890,DİLATREND,CARVEDILOL,"6,25 mq",Tablet,Blister,30,"İVERS-Lİ AG / F HOFFMANN-LA ROŞ LTD, İsveçrə",7.86,9.43,29.11.2016
1891,DİLATREND,CARVEDILOL,"12,5 mq",Tablet,Blister,30,"ROŞ SPA, İtaliya",11.52,13.82,29.11.2016
1892,DİLATREND,CARVEDILOL,"12,5 mq",Tablet,Blister,30,"İVERS-Lİ AG / F HOFFMANN-LA ROŞ LTD, İsveçrə",12.65,15.18,29.11.2016
1893,DİLATREND,CARVEDILOL,25 mq,Tablet,Blister,30,"İVERS-Lİ AG / F HOFFMANN-LA ROŞ LTD, İsveçrə",14.14,16.97,29.11.2016
1894,DİLATREND,CARVEDILOL,25 mq,Tablet,Blister,30,"ROŞ SPA, İtaliya",11.29,13.55,29.11.2016
1895,DİLOKSİYA,DULOXETINE,30 mq,Kapsul,Blister,28,"ABDİ İBRAHİM İLAÇ SAN VE TİC AŞ, Türkiyə",11.79,14.15,12.01.2019
1896,DİLOKSİYA,DULOXETINE,60 mq,Kapsul,Blister,28,"ABDİ İBRAHİM İLAÇ SAN VE TİC AŞ, Türkiyə",14.50,17.40,12.01.2019
1897,DİLYUTİKS,CLOPIDOGREL,75 mq,Tablet,Blister,28,"ALİ RAİF İLAÇ SAN AŞ, Türkiyə",8.31,9.97,29.11.2016
1898,DİMEDİFEN,KETOTIFEN,"0,2 mq/ml",Şərbət,Flakon 100 ml,1,"MUNİR ŞAHİN İLAÇ SAN VE TİC AŞ, Türkiyə",3.99,4.79,29.11.2016
1899,DİMEDROL,DIPHENHYDRAMINE HCL,50 mq,Tablet,Blister,10,"LUQANSK KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",0.55,0.66,29.11.2016
1900,DİMEDROL,DIPHENHYDRAMINE HCL,50 mq,Tablet,Blister,10,"DALXİMFARM ASC, Rusiya",0.30,0.36,29.11.2016
1901,DİMEDROL,DIPHENHYDRAMINE HCL,50 mq,Tablet,Blister,20,"DALXİMFARM ASC, Rusiya",0.62,0.74,29.11.2016
1902,DİMEDROL,DIPHENHYDRAMINE,10 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"BİOSİNTEZ ASC, Rusiya",1.01,1.21,29.11.2016
1903,DİMEDROL,DIPHENHYDRAMINE HCL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"BELMEDPREPARATI RUM, Belarus",0.84,1.01,29.11.2016
1904,DİMEDROL,DIPHENHYDRAMINE HCL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",0.84,1.01,29.11.2016
1905,DİMEDROL,DIPHENHYDRAMINE,10 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"HALİÇFARM SC, Ukrayna",0.85,1.02,29.11.2016
1906,DİMEDROL-DARNİTSA,DIPHENHYDRAMINE HCL,50 mq,Tablet,Blister,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",0.55,0.66,29.11.2016
1907,DİMEDROL-DARNİTSA,DIPHENHYDRAMINE HCL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",0.85,1.02,29.11.2016
1908,DİMEDROL-NELSON,DIPHENHYDRAMINE,10 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"ŞANDONG ŞENGLU FARMASYUTİKAL KO LTD, Çin",0.77,0.92,29.11.2016
1909,DİMEKS,DIPHENHYDRAMINE + AMMONIUM CHLORIDE,"(1,99 + 19,92) mq/ml",Şərbət,Flakon 125 ml,1,"SOFARMA ASC, Bolqarıstan",6.23,7.48,29.11.2016
1910,DİMEKSİD,DIMETHYL SULFOXIDE,990 mq/ml,Məhlul hazırlamaq üçün konsentrat,Flakon 50 ml,1,"TATXİMFARMPREPARATI ASC, Rusiya",0.96,1.15,29.11.2016
